Provenances,Person ID,Persona ID,Platform ID,Message ID,Time of Message,Location,Message String
resultGEorgiaDawgs,Alan McGehee,AMac2690,Twitter,7.05763E+17,Fri Mar 04 14:32:32 +0000 2016,,Georgia Baseball Organist Does a Killer Take on The Weeknd #uga #dawgs https://t.co/IAqLWWZbqk https://t.co/9Puw0b9Vzb
resultGEorgiaDawgs,Rusty Mansell,Mansell247,Twitter,7.05762E+17,Fri Mar 04 14:29:52 +0000 2016,"Rome,Georgia",RT @KippLAdams: Recruiting Roundtable: Dawgs gain momentum https://t.co/ulDHXLsv6o via @Dawgs247 #UGA #Dawgs
resultGEorgiaDawgs,Coach Felder,RobReaves1,Twitter,7.05762E+17,Fri Mar 04 14:29:10 +0000 2016,"Atlanta,Ga.",RT @KippLAdams: Recruiting Roundtable: Dawgs gain momentum https://t.co/ulDHXLsv6o via @Dawgs247 #UGA #Dawgs
resultGEorgiaDawgs,Brion DeLoach,BrionDeloach,Twitter,7.05761E+17,Fri Mar 04 14:25:03 +0000 2016,,RT @KippLAdams: Recruiting Roundtable: Dawgs gain momentum https://t.co/ulDHXLsv6o via @Dawgs247 #UGA #Dawgs
resultGEorgiaDawgs,LaTrice Williams,LaTriceSpeaks,Twitter,7.05761E+17,Fri Mar 04 14:24:01 +0000 2016,Atlanta,"RT @UGABasketball: DAWGS WIN!!! Georgia goes on the road to defeat South Carolina 74-72. #RaiseTheFlag, Dawg Nation! https://t.co/QtCGLGA5FO"
resultGEorgiaDawgs,Kipp Adams,KippLAdams,Twitter,7.05761E+17,Fri Mar 04 14:23:25 +0000 2016,"Acworth, GA",Recruiting Roundtable: Dawgs gain momentum https://t.co/ulDHXLsv6o via @Dawgs247 #UGA #Dawgs
resultGEorgiaDawgs,Brandon Hummer,Coach_Hummer,Twitter,7.05759E+17,Fri Mar 04 14:15:41 +0000 2016,,"RT @UGABasketball: DAWGS WIN!!! Georgia goes on the road to defeat South Carolina 74-72. #RaiseTheFlag, Dawg Nation! https://t.co/QtCGLGA5FO"
resultGEorgiaDawgs,Mark Graves,markgraves6201,Twitter,7.05758E+17,Fri Mar 04 14:11:36 +0000 2016,,"RT @Rivals: Continuing his impact at #Georgia - Kirby Smart lands a QB previously committed to #Bama 

https://t.co/RsohPXJ5rY https://t.co…"
resultGEorgiaDawgs,Ron Crawford,wingscoach10,Twitter,7.0575E+17,Fri Mar 04 13:41:03 +0000 2016,"Little Rock, AR","RT @UGABasketball: DAWGS WIN!!! Georgia goes on the road to defeat South Carolina 74-72. #RaiseTheFlag, Dawg Nation! https://t.co/QtCGLGA5FO"
resultGEorgiaDawgs,Rel,PrimeTime_Rel,Twitter,7.0574E+17,Fri Mar 04 13:01:33 +0000 2016,greystone,"RT @Rivals: Continuing his impact at #Georgia - Kirby Smart lands a QB previously committed to #Bama 

https://t.co/RsohPXJ5rY https://t.co…"
resultGEorgiaDawgs,Georgia Bulldogs,georgiabulldogs,Twitter,7.05736E+17,Fri Mar 04 12:45:06 +0000 2016,"Athens, Georgia",get a life scooby -growl https://t.co/K4QTX14LrR
resultGeorgiaBulldogs,Laura Read Lee,lauraread_lee,Twitter,7.05766E+17,Fri Mar 04 14:45:44 +0000 2016,,RT @HailStateMT: It's SEC time! The Bulldogs take on No. 16 Georgia at 1:30 p.m. Follow for live updates from Athens #HailState https://t.c…
resultGeorgiaBulldogs,MSU Men's Tennis,HailStateMT,Twitter,7.05763E+17,Fri Mar 04 14:31:22 +0000 2016,"Starkville, MS",It's SEC time! The Bulldogs take on No. 16 Georgia at 1:30 p.m. Follow for live updates from Athens #HailState https://t.co/fkN4kV7kRc
resultGeorgiaBulldogs,Rusty Mansell,Mansell247,Twitter,7.05762E+17,Fri Mar 04 14:29:52 +0000 2016,"Rome,Georgia",RT @KippLAdams: Recruiting Roundtable: Dawgs gain momentum https://t.co/ulDHXLsv6o via @Dawgs247 #UGA #Dawgs
resultGeorgiaBulldogs,Coach Felder,RobReaves1,Twitter,7.05762E+17,Fri Mar 04 14:29:10 +0000 2016,"Atlanta,Ga.",RT @KippLAdams: Recruiting Roundtable: Dawgs gain momentum https://t.co/ulDHXLsv6o via @Dawgs247 #UGA #Dawgs
resultGeorgiaBulldogs,Brion DeLoach,BrionDeloach,Twitter,7.05761E+17,Fri Mar 04 14:25:03 +0000 2016,,RT @KippLAdams: Recruiting Roundtable: Dawgs gain momentum https://t.co/ulDHXLsv6o via @Dawgs247 #UGA #Dawgs
resultGeorgiaBulldogs,Kipp Adams,KippLAdams,Twitter,7.05761E+17,Fri Mar 04 14:23:25 +0000 2016,"Acworth, GA",Recruiting Roundtable: Dawgs gain momentum https://t.co/ulDHXLsv6o via @Dawgs247 #UGA #Dawgs
resultGeorgiaBulldogs,Anthony Abramson,jicohozutyfi,Twitter,7.0576E+17,Fri Mar 04 14:20:37 +0000 2016,Houston,#Houston County's Jake Fromm changes commitment from Alabama to Georgia https://t.co/c9nacN7Zeh https://t.co/GNeIVvobwX
resultGeorgiaBulldogs,SB Nation College,sbncollege,Twitter,7.05759E+17,Fri Mar 04 14:17:20 +0000 2016,earthwide,Georgia Bulldogs Upset South Carolina Gamecocks on SEC Basketball Thursday https://t.co/uxIaduSBnP
resultGeorgiaBulldogs,Brandon Larrabee,TeamSpeedKills,Twitter,7.05755E+17,Fri Mar 04 14:00:26 +0000 2016,,Georgia rode a late surge to upset South Carolina last night: https://t.co/CKRTM8JG0S https://t.co/acLO0L8gPI
resultGeorgiaBulldogs,David Wunderlich,Year2,Twitter,7.05755E+17,Fri Mar 04 14:00:25 +0000 2016,"Naples, Italy",Georgia rode a late surge to upset South Carolina last night: https://t.co/129qy5OZqU https://t.co/8oGo0YUaRV
resultGeorgiaBulldogs,Deborah Morrison,debb71163,Twitter,7.05754E+17,Fri Mar 04 13:58:24 +0000 2016,USA,Georgia Bulldogs Inspired 12oz Beer/ Pop by morethanbearscrafts https://t.co/266TmT3gI9 via @Etsy
resultGeorgiaBulldogs,Baby's Store Online,iBabyShopping,Twitter,7.05753E+17,Fri Mar 04 13:53:34 +0000 2016,,#baby #girl #forsale Baby Girls UGA Georgia Bulldogs Football Red Black… https://t.co/qGqwAeHOX0 #BabyGirl #Auction https://t.co/p5zZfyCB5h
resultGeorgiaBulldogs,Bulldawg Illustrated,GPoole_BI,Twitter,7.05745E+17,Fri Mar 04 13:20:21 +0000 2016,Georgia,SOFTBALL: Bulldogs Return Home to Host Georgia Softball Classic - Bulldawg Illustrated https://t.co/E05jCXml36
resultGeorgiaBulldogs,Bulldawg Illustrated,BD_illustrated,Twitter,7.05745E+17,Fri Mar 04 13:20:20 +0000 2016,"Georgia, USA",SOFTBALL: Bulldogs Return Home to Host Georgia Softball Classic - Bulldawg Illustrated https://t.co/tk3cfD9J3j
resultGeorgiaBulldogs,Michelita,tripletangels3,Twitter,7.05744E+17,Fri Mar 04 13:18:36 +0000 2016,,@Crimsontider @misterzootsuit @PolitiBunny @Dunroamin4ever Ummm.....Roll Tide is for Alabama. Atlanta is in Georgia which is Bulldogs.
resultUGA,Tina Eckard,bellaat5,Twitter,7.05762E+17,Fri Mar 04 14:30:39 +0000 2016,ATHENS GEORGIA,Hair by LaTia Brewer @ Bella Salon https://t.co/UY01IB0wBQ
resultUGA,Tina Eckard,bellaat5,Twitter,7.05762E+17,Fri Mar 04 14:29:51 +0000 2016,ATHENS GEORGIA,Hair by LaTia Brewer @ Bella Salon https://t.co/wTmy3m6NAp
resultUGA,Tina Eckard,bellaat5,Twitter,7.05762E+17,Fri Mar 04 14:28:50 +0000 2016,ATHENS GEORGIA,Up do by LaTia Brewer @ Bella Salon https://t.co/Xi109iyrCX
resultUGA,Sonam Desai,sonyewestt,Twitter,7.0576E+17,Fri Mar 04 14:22:09 +0000 2016,"Athens, GA",*insert rap lyric about how I only rock with the baddest* ...… https://t.co/l3wglx4vQ3
resultUGA,courtney,heycourtneyj,Twitter,7.05753E+17,Fri Mar 04 13:54:26 +0000 2016,"Atlanta, GA","I'm at Tate Student Center in Athens, GA https://t.co/IyLWAYZokp"
resultUGA,Running blogs,runningblogs,Twitter,7.05751E+17,Fri Mar 04 13:45:26 +0000 2016,United Kingdom,"RT @carly_h3: Bloggin bout life, running, &amp; the road to success ✌✌
http://t.co/yF2emQ4xu1"
resultUGA,TMJ-GA Retail Jobs,tmj_ga_retail,Twitter,7.0574E+17,Fri Mar 04 13:02:43 +0000 2016,Georgia,"Want to work in #Athens, GA? View our latest opening: https://t.co/iRKiLfQJYU #Retail #Job #Jobs #Hiring #CareerArc"
resultUGA,Couture Bodies,couturebodies,Twitter,7.05719E+17,Fri Mar 04 11:40:00 +0000 2016,"Metro Atlanta/Athens, Georgia",#friday #plyometrics Jumping for joy and calorie deficits. Warm up ended up being just as tough… https://t.co/SGyozCfkOY
resultUGA,Carmen BieberBaldwin,CarmenBieberJC,Twitter,7.05673E+17,Fri Mar 04 08:33:54 +0000 2016,,"RT @godsgirl8494: #twinning @ Athens, Georgia https://t.co/kcAvLD48p3"
resultUGA,Giovanni ~,ItsGCodeNigga,Twitter,7.05634E+17,Fri Mar 04 06:01:59 +0000 2016,Georgia,"#Fear #trunks #ssj @ Athens, Georgia https://t.co/tQYdTdQSXE"
resultUGA,Blane Marable,blanemarable,Twitter,7.05624E+17,Fri Mar 04 05:20:00 +0000 2016,Athens & UGA,Fun evening tonight being the photographer for the ladies of Theta and Phi Mu at their… https://t.co/BULr3WHZDA
resultUGA,Erin Wu,e_wuhoo,Twitter,7.05614E+17,Fri Mar 04 04:40:22 +0000 2016,,Always so 🔥 #oldskoolpresents @ Hendershots Coffee https://t.co/FfL57oGvdd
resultUGA,Hannah Williams,Hannah_Brookee,Twitter,7.05606E+17,Fri Mar 04 04:07:20 +0000 2016,"Athens, GA",missing you and 127 a lot tonight @ Polo Club Condominiums https://t.co/DrVkRw6c7b
resultUGA,Imani Abrahamsen,imani44,Twitter,7.05603E+17,Fri Mar 04 03:58:28 +0000 2016,,"Drunk texting you
#dfxfam @ Dancefx Athens https://t.co/9IpuB4PtHs"
resultUGA,Chazz,Chazz_54,Twitter,7.05601E+17,Fri Mar 04 03:49:33 +0000 2016,University of Georgia,4 year Anniversary of the Spring Break Crew circa 2012 today feat OG… https://t.co/xtIjaA30gH
